序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
675,000702,正虹科技,6.55,3.48,0.22,61534.0,39862209.7,4.58,6.56,6.27,6.29,6.33,0.61,2.31,-162.48,6.45,2270393409.0,1746456473.0,0.31,0.31,-2.38,-1.95
676,300774,倍杰特,17.56,3.48,0.59,125247.0,220068986.52,8.54,18.12,16.67,16.9,16.97,1.07,6.43,88.23,4.84,7177889870.0,3422099403.0,0.06,0.06,-6.4,-7.58
677,002333,罗普斯金,5.65,3.48,0.19,330826.0,189131882.42,11.36,6.01,5.39,5.43,5.46,3.54,4.96,65.01,1.99,3813325120.0,3765778466.0,0.18,0.36,-2.25,0.53
678,688670,金迪克,17.61,3.47,0.59,17327.0,30032659.0,4.99,17.61,16.76,16.96,17.02,0.88,1.41,-12.51,1.97,2169552000.0,2169552000.0,0.51,0.69,-17.44,-12.95
679,688625,呈和科技,55.5,3.47,1.86,15912.0,87071802.0,7.31,56.48,52.56,52.9,53.64,0.53,0.84,37.11,6.89,10451812781.0,10451812781.0,0.43,0.54,43.89,34.71
680,300617,安靠智电,59.09,3.47,1.98,83916.0,491939757.8,7.83,60.5,56.03,56.78,57.11,0.89,6.04,99.48,3.36,9791665866.0,8209002851.0,0.17,0.0,87.29,85.24
681,000565,渝三峡Ａ,7.45,3.47,0.25,103942.0,76590858.75,5.14,7.47,7.1,7.15,7.2,0.87,2.4,146.9,2.59,3230262039.0,3230262039.0,0.13,0.13,-0.13,2.05
682,002840,华统股份,11.36,3.46,0.38,617129.0,695803901.34,6.65,11.52,10.79,10.93,10.98,1.26,7.75,96.24,2.26,9112610224.0,9049721651.0,-0.09,0.0,19.7,18.09
683,000408,藏格矿业,80.5,3.46,2.69,190891.0,1523510191.0,6.5,81.82,76.76,76.76,77.81,0.81,1.22,32.81,7.78,126403172473.0,126401844223.0,-0.15,0.09,0.92,-4.62
684,300908,仲景食品,27.2,3.46,0.91,12795.0,34450802.43,4.41,27.34,26.18,26.24,26.29,1.24,1.04,19.36,2.26,3971200000.0,3349752733.0,0.18,0.11,-4.23,-1.81
685,002099,海翔药业,7.17,3.46,0.24,288399.0,205237671.24,6.64,7.28,6.82,6.85,6.93,1.12,1.78,1194.01,2.27,11606188364.0,11584553678.0,-0.14,-0.14,17.93,14.9
686,300955,嘉亨家化,35.36,3.45,1.18,47791.0,170309539.0,10.68,36.86,33.21,34.17,34.18,1.4,4.74,-90.62,4.06,3564288000.0,3564288000.0,0.08,0.03,-7.72,-14.82
687,600136,ST明诚,2.1,3.45,0.07,1723957.0,363393549.0,5.91,2.13,2.01,2.13,2.03,4.04,8.87,-499.11,18.02,4285734455.0,4080487937.0,0.48,0.0,26.51,24.26
688,300086,康芝药业,8.39,3.45,0.28,179764.0,149290279.0,5.06,8.41,8.0,8.03,8.11,1.02,4.08,-29.64,3.64,3818493808.0,3697326360.0,0.12,0.12,-38.8,-30.26
689,300139,晓程科技,58.23,3.45,1.94,297861.0,1715782548.07,6.72,58.86,55.08,55.3,56.29,0.82,12.75,155.81,14.4,15955020000.0,13605976672.0,0.0,0.14,84.86,91.8
690,300477,ST合纵,2.7,3.45,0.09,360749.0,96522369.0,8.43,2.75,2.53,2.56,2.61,1.09,3.64,-16.06,2.94,2894450455.0,2675296509.0,-0.37,0.0,-12.05,3.05
691,300534,陇神戎发,9.33,3.44,0.31,63312.0,58181988.2,5.32,9.34,8.86,8.95,9.02,0.91,2.1,78.53,4.1,2830208850.0,2818140383.0,0.0,0.11,-3.42,-1.58
692,688193,仁度生物,51.25,3.43,1.7,3895.0,19655884.0,6.38,51.3,48.14,48.14,49.55,0.69,0.97,215.96,2.25,2053580838.0,2053580838.0,0.0,-0.06,5.11,5.95
693,688662,富信科技,60.27,3.43,2.0,54544.0,323211902.0,10.76,62.07,55.8,56.0,58.27,0.96,6.18,133.33,7.28,5318224800.0,5318224800.0,-0.02,0.15,12.3,17.6
694,300014,亿纬锂能,72.4,3.43,2.4,915461.0,6507880089.44,5.37,72.74,68.98,69.79,70.0,0.96,4.58,40.0,3.74,150166369957.0,144786323133.0,0.04,0.22,2.23,10.1
695,000037,深南电A,12.4,3.42,0.41,1066276.0,1321604699.49,13.68,13.19,11.55,11.99,11.99,1.76,31.46,-281.08,5.08,7474256190.0,4202461060.0,0.16,-0.08,46.57,49.76
696,300304,云意电气,13.31,3.42,0.44,213662.0,282349718.74,5.59,13.47,12.75,12.8,12.87,1.11,2.5,25.04,3.41,11688092887.0,11373601758.0,0.15,-0.08,17.37,14.35
697,300005,探路者,14.52,3.42,0.48,615331.0,870906335.83,7.83,14.6,13.5,13.9,14.04,1.58,7.02,291.29,6.12,12831355741.0,12727995847.0,0.14,0.14,35.07,34.07
698,300879,大叶股份,29.03,3.42,0.96,175762.0,499535137.64,9.19,29.94,27.36,27.36,28.07,1.38,8.74,35.59,4.26,5875638122.0,5835855845.0,-0.1,-0.07,0.59,-2.75
699,600831,广电网络,3.93,3.42,0.13,546514.0,217435008.0,10.0,4.18,3.8,3.8,3.8,3.97,7.69,-3.47,1.9,2794021679.0,2794021679.0,0.51,0.51,-8.82,-6.43
700,300665,飞鹿股份,7.57,3.42,0.25,85179.0,63767789.0,5.46,7.58,7.18,7.31,7.32,0.93,3.91,-18.84,3.0,1657419176.0,1650797084.0,0.26,0.13,-23.38,-22.44
701,688029,南微医学,72.58,3.42,2.4,15682.0,113049092.0,5.17,73.09,69.46,69.46,70.18,1.05,0.83,23.91,3.32,13633965889.0,13633965889.0,-0.17,-0.11,-12.56,-11.01
702,002535,林州重机,3.63,3.42,0.12,252548.0,91526746.22,11.11,3.84,3.45,3.5,3.51,1.79,3.38,30.63,4.11,2910109559.0,2709208701.0,0.28,0.55,-2.68,-6.44
703,002637,赞宇科技,11.51,3.41,0.38,182265.0,209353486.18,5.66,11.64,11.01,11.02,11.13,0.63,4.12,26.94,1.43,5414315510.0,5095743457.0,0.0,-0.09,12.07,12.29
704,000543,皖能电力,9.11,3.41,0.3,941081.0,836203616.39,6.24,9.13,8.58,8.74,8.81,1.41,4.15,8.13,1.2,20651124945.0,20651124945.0,0.0,1.11,4.23,14.59
705,300736,百邦科技,23.38,3.41,0.77,119394.0,273496904.91,5.04,23.38,22.24,22.45,22.61,1.41,9.54,-130.49,36.28,2991104495.0,2924516221.0,0.26,0.26,54.83,50.74
706,301333,诺思格,62.13,3.41,2.05,22312.0,137126890.08,6.32,62.78,58.98,59.26,60.08,1.14,2.31,43.83,3.05,6000593435.0,5992049318.0,0.62,0.0,7.66,4.33
707,688720,艾森股份,64.3,3.41,2.12,20720.0,132281072.0,6.55,65.12,61.05,61.16,62.18,1.1,3.67,112.3,5.51,5666973376.0,3625511905.0,0.16,0.06,-14.38,-8.64
708,300750,宁德时代,416.18,3.4,13.68,302580.0,12465856864.08,4.12,418.33,401.73,406.12,402.5,0.8,0.71,26.31,5.63,1899390982108.0,1771527946605.0,-0.04,0.06,10.07,13.32
709,688329,艾隆科技,24.66,3.4,0.81,15815.0,38195388.0,6.0,24.7,23.27,23.54,23.85,0.82,2.05,100.79,2.39,1903752000.0,1903752000.0,0.28,0.69,17.04,15.83
710,002895,川恒股份,39.65,3.39,1.3,120242.0,474126431.95,6.02,40.19,37.88,37.95,38.35,0.85,2.02,18.68,3.26,24024188086.0,23590222801.0,0.13,-0.18,10.2,8.16
711,688468,科美诊断,7.33,3.39,0.24,36520.0,26356442.0,4.65,7.34,7.01,7.05,7.09,1.0,0.91,66.21,2.08,2940121640.0,2940121640.0,0.27,0.14,-1.35,-0.14
712,600543,莫高股份,4.9,3.38,0.16,57041.0,27418861.0,5.91,4.9,4.62,4.7,4.74,0.65,1.78,-23.66,2.07,1573488000.0,1573488000.0,0.62,0.41,-9.26,-7.72
713,603065,宿迁联盛,8.27,3.38,0.27,59902.0,49019107.0,5.25,8.3,7.88,7.92,8.0,0.92,1.43,291.89,1.71,3464861820.0,3464861820.0,-0.12,0.0,-0.24,-0.36
714,300708,聚灿光电,9.5,3.37,0.31,378965.0,353409846.65,5.44,9.5,9.0,9.16,9.19,0.71,5.34,43.51,3.12,8919693868.0,6745135413.0,0.0,0.11,9.32,6.98
715,688617,惠泰医疗,246.97,3.37,8.05,15915.0,389484478.0,5.37,249.6,236.77,240.49,238.92,1.11,1.13,42.44,11.28,34830191202.0,34830191202.0,0.0,0.11,-2.05,1.52
716,688357,建龙微纳,33.7,3.37,1.1,13264.0,43997799.0,5.64,33.85,32.01,32.01,32.6,0.92,1.33,34.23,1.81,3372017788.0,3372017788.0,0.3,0.27,5.31,1.97
717,601121,宝地矿业,7.68,3.36,0.25,164510.0,125309331.0,5.11,7.73,7.35,7.39,7.43,0.96,2.06,48.87,1.95,7558984305.0,6144000000.0,-0.13,0.0,5.21,4.07
718,603829,洛凯股份,29.2,3.36,0.95,105125.0,306169982.0,8.28,30.3,27.96,28.52,28.25,1.4,5.64,57.11,4.26,5438971843.0,5438971843.0,0.1,0.24,6.3,31.35
719,301118,恒光股份,23.97,3.36,0.78,28699.0,68150365.52,5.52,24.24,22.96,23.19,23.19,0.87,2.73,-1197.02,1.97,2641407708.0,2518107538.0,0.0,0.0,-7.02,-3.19
720,301520,万邦医药,41.33,3.35,1.34,6919.0,28319736.0,4.98,41.5,39.51,39.83,39.99,1.0,3.09,62.41,1.82,2755333347.0,926742259.0,-0.05,-0.1,3.87,4.03
721,002501,利源股份,1.85,3.35,0.06,634240.0,116580958.0,5.59,1.86,1.76,1.77,1.79,0.78,1.79,-55.7,24.91,6567500000.0,6560968031.0,0.0,0.0,-26.29,-25.7
722,000953,河化股份,7.09,3.35,0.23,108222.0,76199566.0,4.52,7.11,6.8,6.85,6.86,1.16,2.96,245.41,16.84,2595806363.0,2595806363.0,0.14,0.14,-5.72,-1.8
723,301188,力诺药包,17.02,3.34,0.55,52783.0,88753239.24,4.55,17.05,16.3,16.34,16.47,0.66,1.97,67.12,2.68,4553473187.0,4553473187.0,0.12,0.18,-1.62,-3.3
724,603527,众源新材,11.13,3.34,0.36,151663.0,167820589.0,6.22,11.37,10.7,10.82,10.77,0.56,4.78,26.43,1.71,3527889456.0,3527889456.0,0.09,-0.09,3.25,0.36
725,300969,恒帅股份,126.2,3.34,4.08,21776.0,271937701.67,8.19,128.0,118.0,118.89,122.12,1.02,4.33,82.13,10.23,14134727489.0,6343104532.0,-0.36,0.25,17.86,2.02
726,002589,瑞康医药,3.09,3.34,0.1,422111.0,129008368.3,4.68,3.1,2.96,2.97,2.99,1.22,3.09,287.33,0.87,4649555355.0,4219677883.0,0.0,0.0,-9.65,-4.04
727,300619,金银河,41.77,3.34,1.35,86493.0,357815994.46,7.77,42.19,39.05,39.45,40.42,1.44,5.95,461.26,4.61,7267965715.0,6076033243.0,0.07,0.05,-7.2,-4.85
728,688653,康希通信,12.71,3.33,0.41,60207.0,75558665.0,5.93,12.89,12.16,12.34,12.3,0.92,1.9,-122.86,3.72,5395140800.0,4021591398.0,-0.16,-0.08,5.3,4.61
729,603488,展鹏科技,10.23,3.33,0.33,76726.0,77453953.0,7.17,10.36,9.65,9.8,9.9,1.35,2.63,-41.21,3.31,2987062201.0,2987062201.0,0.59,0.2,32.51,31.15
730,603676,卫信康,10.54,3.33,0.34,23389.0,24387381.0,5.2,10.56,10.03,10.1,10.2,1.08,0.54,15.69,3.0,4586602210.0,4586602210.0,-0.19,-0.09,-3.83,0.19
731,688486,龙迅股份,58.7,3.33,1.89,19706.0,113743824.0,6.23,58.7,55.16,56.38,56.81,1.08,1.48,45.52,4.99,7826334933.0,7825860579.0,0.1,0.14,-19.92,-21.01
732,600763,通策医疗,41.93,3.33,1.35,90743.0,375928162.0,5.1,42.09,40.02,40.05,40.58,1.14,2.03,27.39,4.32,18754832676.0,18754832676.0,0.0,-0.12,3.07,4.28
733,002955,鸿合科技,25.85,3.32,0.83,27772.0,71201758.35,5.52,26.03,24.65,24.68,25.02,0.89,1.42,118.17,1.88,6117141725.0,5057471124.0,0.35,0.35,-12.28,-14.6
734,300716,ST泉为,15.23,3.32,0.49,57063.0,86766472.5,6.45,15.49,14.54,14.54,14.74,0.7,3.57,-31.08,-2318.25,2437104600.0,2437104600.0,0.2,0.26,54.93,27.23
735,301033,迈普医学,63.8,3.32,2.05,11297.0,72264920.0,6.82,65.27,61.06,61.61,61.75,0.97,2.0,42.3,5.66,4277765756.0,3602729856.0,-0.3,-0.33,-7.46,-5.48
736,002603,以岭药业,16.51,3.32,0.53,132054.0,215506194.98,4.44,16.56,15.85,15.85,15.98,1.17,0.96,20.68,2.58,27583345758.0,22731739661.0,-0.06,0.0,-4.62,-3.28
737,600196,复星医药,26.13,3.32,0.84,227422.0,588886171.0,4.19,26.18,25.12,25.2,25.29,1.34,1.07,20.7,1.43,69778318262.0,55356112997.0,0.04,0.0,-3.54,-1.36
738,002491,通鼎互联,11.22,3.31,0.36,1950905.0,2161280443.08,11.88,11.79,10.5,10.72,10.86,1.46,16.58,-158.1,5.56,13800538290.0,13199980733.0,0.09,0.27,71.3,87.0
739,600216,浙江医药,15.9,3.31,0.51,430081.0,678407202.0,5.78,16.05,15.16,15.2,15.39,1.4,4.52,12.29,1.38,15290040225.0,15127092653.0,0.0,0.0,14.39,14.72
740,600141,兴发集团,33.72,3.31,1.08,281043.0,940324208.0,5.82,34.1,32.2,32.2,32.64,0.84,2.34,23.05,1.71,40522667978.0,40522667978.0,0.03,0.03,-1.83,-2.49
741,000859,国风新材,10.32,3.3,0.33,583335.0,596836647.04,5.41,10.45,9.91,10.0,9.99,1.42,6.51,-105.71,3.39,9246475117.0,9245948797.0,0.0,0.0,-2.27,1.98
742,300872,天阳科技,16.6,3.3,0.53,109599.0,179565975.09,6.6,16.75,15.69,15.8,16.07,0.78,2.6,105.2,2.22,8102809978.0,7005892104.0,0.06,-0.06,-12.49,-19.26
743,920017,星昊医药,16.61,3.3,0.53,17645.0,29102799.63,4.6,16.67,15.93,16.0,16.08,1.44,1.43,19.57,1.25,2073464171.0,2051495785.0,0.06,0.06,-9.92,-8.79
744,688793,倍轻松,28.2,3.3,0.9,44591.0,124619637.0,8.35,28.88,26.6,27.3,27.3,0.79,5.19,-27.14,10.04,2423660816.0,2423660816.0,-0.18,-0.04,8.0,29.36
745,600459,贵研铂业,19.39,3.3,0.62,210032.0,402366719.0,6.07,19.53,18.39,18.39,18.77,0.98,2.76,22.07,1.99,14732660173.0,14730704343.0,0.0,0.15,-3.15,4.19
746,603336,宏辉果蔬,8.77,3.3,0.28,64152.0,55228898.0,4.48,8.78,8.4,8.45,8.49,0.93,1.05,371.43,3.74,5338465148.0,5338465148.0,0.0,0.34,4.03,2.45
747,002485,ST雪发,5.03,3.29,0.16,54396.0,26979063.72,6.57,5.04,4.72,4.81,4.87,0.72,1.0,-44.9,2.32,2736320000.0,2736320000.0,0.8,0.6,26.38,19.76
748,000422,湖北宜化,17.27,3.29,0.55,747729.0,1286729643.68,6.94,17.59,16.43,16.5,16.72,0.93,7.07,21.15,3.09,18794050075.0,18268260988.0,-0.06,0.0,20.68,21.53
749,688565,力源科技,13.49,3.29,0.43,31864.0,42308018.0,10.49,13.57,12.2,13.06,13.06,0.82,2.13,208.89,4.06,2019857700.0,2019857700.0,1.28,0.67,24.79,20.55
750,002753,永东股份,7.84,3.29,0.25,100063.0,77727888.0,4.74,7.88,7.52,7.59,7.59,0.78,4.12,51.55,1.28,3360821377.0,1903632329.0,0.13,0.13,8.59,9.96
751,688236,春立医疗,19.55,3.28,0.62,21472.0,41457896.0,4.01,19.56,18.8,19.01,18.93,0.97,0.74,27.56,2.51,7498764175.0,5638767400.0,0.0,0.15,-17.13,-13.76
752,300759,康龙化成,26.43,3.28,0.84,254508.0,664056466.33,5.04,26.55,25.26,25.26,25.59,1.36,1.79,31.92,3.22,48559406288.0,37531444544.0,0.11,0.19,-8.26,-7.03
753,920429,康比特,12.91,3.28,0.41,16817.0,21621763.4,8.16,13.28,12.26,12.43,12.5,1.2,1.48,41.21,1.86,1606985160.0,1465290048.0,0.08,0.08,-16.98,-15.34
754,002169,智光电气,14.8,3.28,0.47,263529.0,386366365.32,5.58,14.92,14.12,14.17,14.33,0.88,3.47,-169.47,4.39,11584020591.0,11228374712.0,0.0,-0.07,47.56,27.92
755,600094,大名城,4.1,3.27,0.13,319908.0,129963363.0,6.3,4.17,3.92,3.95,3.97,1.21,1.5,27.76,0.93,9532295185.0,8717542795.0,0.0,0.24,-1.2,-1.44
756,688758,赛分科技,17.35,3.27,0.55,17808.0,30666876.0,5.71,17.49,16.53,16.56,16.8,0.66,0.6,57.17,5.34,7225651857.0,5173486709.0,-0.34,-0.17,-3.93,-2.14
757,688317,之江生物,19.26,3.27,0.61,14996.0,28524761.0,4.34,19.26,18.45,18.51,18.65,0.96,0.78,-107.89,1.1,3700963061.0,3700963061.0,0.1,0.0,-4.75,-4.51
758,301163,宏德股份,29.04,3.27,0.92,31393.0,89802512.0,5.97,29.2,27.52,28.01,28.12,1.0,5.74,52.54,2.09,2369664000.0,1589232557.0,0.0,0.14,10.5,8.4
759,301092,争光股份,32.99,3.26,1.04,18831.0,61539364.0,5.85,33.38,31.51,31.7,31.95,1.01,3.1,42.1,2.29,4438319019.0,2002116386.0,0.0,-0.03,-9.14,-6.17
760,300452,山河药辅,14.87,3.26,0.47,51813.0,76333608.21,4.72,14.92,14.24,14.3,14.4,0.96,2.61,19.72,3.74,3486330891.0,2953627297.0,0.0,0.07,11.14,11.14
761,301047,义翘神州,70.57,3.26,2.23,8052.0,56170476.76,4.8,70.88,67.6,67.66,68.34,0.95,0.67,58.43,1.63,8583904883.0,8438804424.0,-0.14,-0.11,6.1,4.39
762,002748,世龙实业,11.73,3.26,0.37,50858.0,58983361.0,5.28,11.77,11.17,11.22,11.36,0.78,2.12,52.23,2.05,2815200000.0,2815200000.0,-0.09,-0.09,-15.67,-9.14
763,688065,凯赛生物,49.16,3.26,1.55,44105.0,214081747.0,4.87,49.32,47.0,47.2,47.61,0.78,0.76,62.68,2.0,35458606273.0,28678864397.0,-0.04,0.0,0.41,-1.29
764,688058,宝兰德,28.17,3.26,0.89,22332.0,62506767.0,7.48,28.85,26.81,26.81,27.28,1.08,2.94,-28.4,3.37,2136315444.0,2136315444.0,0.07,0.21,6.26,3.45
765,300026,红日药业,3.48,3.26,0.11,400742.0,137381440.0,4.75,3.48,3.32,3.33,3.37,1.1,1.46,97.08,1.21,10454458833.0,9530079103.0,0.29,0.29,-2.52,-1.14
766,001332,锡装股份,54.38,3.25,1.71,29791.0,162250465.46,4.52,55.88,53.5,55.61,52.67,1.69,6.21,22.57,2.35,6008446200.0,2610430384.0,0.02,0.07,3.29,-3.22
767,000729,燕京啤酒,13.02,3.25,0.41,232581.0,301841814.31,5.87,13.2,12.46,12.5,12.61,1.1,0.93,15.55,2.31,36697382220.0,32675078804.0,-0.08,0.0,9.05,15.94
768,300705,九典制药,13.96,3.25,0.44,96930.0,133631070.0,4.36,13.98,13.39,13.41,13.52,1.41,2.63,12.89,2.65,6984064119.0,5149676047.0,-0.07,-0.07,-9.11,-6.81
769,300871,回盛生物,23.83,3.25,0.75,67626.0,159779557.75,5.94,24.11,22.74,22.9,23.08,0.98,3.34,19.24,2.29,4821584833.0,4821584833.0,0.0,0.04,14.95,14.95
770,300358,楚天科技,9.55,3.24,0.3,116228.0,109443636.05,4.65,9.58,9.15,9.17,9.25,0.76,1.66,60.64,1.3,6829134139.0,6697418553.0,0.1,0.1,-3.05,-2.45
771,603681,永冠新材,17.2,3.24,0.54,99467.0,169775742.0,4.44,17.25,16.51,16.51,16.66,1.55,5.02,22.89,1.26,3405917237.0,3405917237.0,0.06,-0.06,-7.23,-9.38
772,600577,精达股份,12.12,3.24,0.38,525166.0,627506160.0,6.81,12.27,11.47,11.51,11.74,0.73,2.44,43.33,4.3,26049104635.0,26049104635.0,0.08,0.17,12.43,-2.49
773,300760,迈瑞医疗,169.6,3.23,5.3,79020.0,1327258388.64,4.49,169.98,162.6,163.0,164.3,1.22,0.65,20.37,5.23,205630060422.0,205623992982.0,-0.12,-0.04,-14.37,-10.95
774,600097,开创国际,11.17,3.23,0.35,41009.0,45327829.0,4.9,11.19,10.66,10.7,10.82,0.79,1.7,36.42,1.16,2691261364.0,2691261364.0,0.0,0.09,-3.04,-1.67
775,600500,中化国际,4.47,3.23,0.14,488103.0,217072520.0,5.54,4.51,4.27,4.3,4.33,1.04,1.36,-9.04,1.41,16039729174.0,16039729174.0,0.22,0.22,15.21,14.03
776,003022,联泓新科,19.79,3.23,0.62,229292.0,451476821.44,5.58,20.02,18.95,19.01,19.17,1.46,1.72,86.46,3.55,26430890720.0,26408405817.0,0.2,0.3,3.83,-0.1
777,300371,汇中股份,12.47,3.23,0.39,31634.0,39110258.6,5.63,12.6,11.92,12.08,12.08,0.65,2.35,37.9,2.15,2509179681.0,1676097451.0,0.24,0.32,1.14,-0.8
778,688658,悦康药业,17.65,3.22,0.55,141323.0,246576480.0,5.15,17.79,16.91,16.94,17.1,1.6,3.14,-30.27,2.4,7942500000.0,7942500000.0,-0.06,0.17,-23.33,-21.94
779,688315,诺禾致源,13.79,3.22,0.43,27236.0,37171061.0,4.64,13.83,13.21,13.21,13.36,0.84,0.65,34.55,2.11,5739398000.0,5739398000.0,0.36,0.07,2.91,3.84
780,605199,ST葫芦娃,6.43,3.21,0.2,25293.0,16067227.0,4.49,6.44,6.16,6.2,6.23,0.92,0.63,-172.07,3.73,2572699275.0,2572699275.0,0.16,0.31,-28.16,-15.62
781,300171,东富龙,14.46,3.21,0.45,82844.0,118932649.28,5.28,14.54,13.8,13.87,14.01,0.99,1.47,63.12,1.41,11073873458.0,8136025353.0,0.0,0.07,-6.71,-7.9
782,600629,华建集团,20.58,3.21,0.64,199641.0,405617546.0,7.02,20.74,19.34,19.54,19.94,1.03,2.09,94.95,3.76,19969569602.0,19615148889.0,0.0,0.34,11.97,-5.16
783,603095,越剑智能,17.66,3.21,0.55,27145.0,47819269.0,6.02,17.93,16.9,17.0,17.11,0.69,1.05,42.35,1.97,4561034072.0,4561034072.0,0.06,-0.23,22.98,-1.01
784,600137,浪莎股份,22.49,3.21,0.7,55466.0,123804151.0,5.23,22.66,21.52,22.0,21.79,1.0,5.71,83.67,4.03,2186423554.0,2186423554.0,0.63,0.31,16.47,16.95
785,301331,恩威医药,26.08,3.21,0.81,11779.0,30296371.16,5.26,26.13,24.8,25.04,25.27,0.88,1.15,55.01,2.48,2683420413.0,2678306907.0,0.0,0.27,-0.34,-0.04
786,002261,拓维信息,34.73,3.21,1.08,864423.0,2904458151.23,6.48,34.99,32.81,32.87,33.65,0.76,7.55,312.98,16.78,43753947092.0,39788503719.0,0.0,1.64,15.61,4.92
787,688050,爱博医疗,52.08,3.21,1.62,20705.0,106740538.0,4.24,52.28,50.14,50.28,50.46,0.93,1.07,37.95,3.61,10072437354.0,10072437354.0,-0.06,0.04,-14.99,-14.14
788,000657,中钨高新,48.62,3.21,1.51,683203.0,3299218544.18,6.39,49.41,46.4,46.89,47.11,1.06,4.7,98.24,11.22,110785745928.0,70641230128.0,0.04,0.04,56.54,75.46
789,002416,爱施德,12.9,3.2,0.4,258895.0,329716161.9,5.44,12.98,12.3,12.34,12.5,0.86,2.12,35.56,2.75,15986735297.0,15788365522.0,0.94,0.86,8.68,2.54
790,688392,骄成超声,103.5,3.2,3.21,19301.0,197653973.0,6.71,104.73,98.0,98.25,100.29,0.87,1.67,104.23,6.66,11978402760.0,11978402760.0,-0.22,-0.25,-17.09,-7.75
791,002219,新里程,2.58,3.2,0.08,3752759.0,949033271.45,6.4,2.58,2.42,2.45,2.5,2.47,11.47,-170.39,4.44,8739444923.0,8441872798.0,0.39,0.39,17.81,21.13
792,002821,凯莱英,99.9,3.2,3.1,41037.0,408612239.65,4.79,100.65,96.01,96.18,96.8,1.31,1.29,33.79,2.08,36051409503.0,31672681414.0,0.0,0.04,4.56,7.5
793,300429,强力新材,12.59,3.2,0.39,105891.0,132078876.74,4.59,12.65,12.09,12.1,12.2,0.76,2.66,-210.71,3.92,6752072736.0,5018801770.0,0.0,0.08,-12.39,-5.55
794,300406,九强生物,11.92,3.2,0.37,43957.0,51775985.77,4.5,11.94,11.42,11.42,11.55,1.18,1.04,19.24,1.83,6988798846.0,5059042356.0,-0.08,0.0,-9.9,-8.8
795,000516,国际医学,5.17,3.19,0.16,1038139.0,530503707.69,7.58,5.28,4.9,4.92,5.01,1.23,4.71,-29.56,3.47,11575096213.0,11399106911.0,0.19,0.19,15.4,20.51
796,603086,先达股份,7.45,3.19,0.23,106745.0,78598278.0,4.71,7.45,7.11,7.11,7.22,1.0,2.45,12.4,1.5,3239357915.0,3239357915.0,0.0,0.27,-8.92,-9.37
797,600962,国投中鲁,19.75,3.19,0.61,24802.0,48185845.0,5.75,19.75,18.65,19.02,19.14,0.81,0.95,126.55,5.46,5178647500.0,5178647500.0,0.1,0.36,-7.28,-9.94
798,002745,木林森,8.73,3.19,0.27,1618778.0,1463181009.21,9.57,9.31,8.5,8.51,8.46,5.35,15.2,46.45,0.97,12956772663.0,9294621733.0,0.11,0.23,-6.03,-8.78
799,603188,亚邦股份,4.86,3.18,0.15,165386.0,80423292.0,7.43,4.99,4.64,4.66,4.71,1.02,2.9,100.72,3.61,2771026200.0,2771026200.0,-0.41,0.21,5.19,5.88
800,605003,众望布艺,29.23,3.18,0.9,10542.0,30155433.0,4.31,29.23,28.01,28.01,28.33,0.68,0.96,46.02,2.24,3215300000.0,3215300000.0,0.1,0.93,22.25,-17.78
801,301259,艾布鲁,32.82,3.18,1.01,28130.0,91898285.41,4.53,33.17,31.73,31.78,31.81,0.92,2.85,-519.1,6.19,5119920000.0,3244947467.0,0.06,0.06,0.92,-0.7
802,301126,达嘉维康,11.35,3.18,0.35,40144.0,44884704.07,5.36,11.35,10.76,10.94,11.0,0.87,2.91,343.02,1.34,2331326320.0,1564975103.0,0.71,0.53,-12.29,-7.65
803,601777,千里科技,9.75,3.17,0.3,274906.0,265580716.0,5.08,9.78,9.3,9.37,9.45,0.97,0.61,620.51,4.22,44080725692.0,44080725692.0,0.0,0.21,-6.25,-8.28
804,300575,中旗股份,6.19,3.17,0.19,149712.0,91727968.39,5.33,6.22,5.9,5.92,6.0,0.79,4.37,-15.99,1.5,2952582956.0,2121363857.0,0.16,0.16,5.27,6.17
805,600774,汉商集团,8.78,3.17,0.27,43070.0,37486331.0,5.41,8.84,8.38,8.48,8.51,0.84,1.46,208.33,1.55,2590384490.0,2589047954.0,-0.11,-0.34,-7.38,-3.94
806,301212,联盛化学,27.34,3.17,0.84,14143.0,38316059.0,4.91,27.6,26.3,26.32,26.5,0.76,1.51,178.39,2.2,2952720000.0,2563125000.0,0.22,0.11,-2.84,-8.74
807,300795,米奥会展,12.74,3.16,0.39,90006.0,112149097.86,6.56,12.85,12.04,12.46,12.35,1.96,5.17,27.85,5.81,3807907904.0,2216570951.0,0.47,0.39,-5.42,-6.46
808,002737,葵花药业,12.39,3.16,0.38,47316.0,57935425.97,4.0,12.39,11.91,11.97,12.01,1.06,0.81,-161.81,1.79,7235760000.0,7235760000.0,0.24,0.24,-16.28,-16.11
809,002004,华邦健康,5.22,3.16,0.16,324840.0,168167999.2,4.94,5.25,5.0,5.01,5.06,0.97,1.73,12.67,1.07,10335178177.0,9822053419.0,0.19,-0.19,8.07,9.21
810,002189,中光学,19.93,3.16,0.61,43846.0,87016132.34,5.07,20.13,19.15,19.28,19.32,0.85,1.68,-20.4,9.89,5205701511.0,5204917226.0,0.0,-0.05,-9.61,-13.69
