序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
4880,600642,申能股份,9.21,-0.75,-0.07,281832.0,259838041.0,1.94,9.33,9.15,9.31,9.28,0.8,0.58,10.2,1.23,45074471053.0,45072019167.0,-0.11,0.11,14.41,18.38
4881,000755,山西高速,5.3,-0.75,-0.04,88661.0,47178701.61,2.06,5.38,5.27,5.34,5.34,0.9,0.6,14.94,1.43,7776744039.0,7776744039.0,0.0,0.19,2.32,5.58
4882,002444,巨星科技,30.4,-0.75,-0.23,90299.0,273982133.18,1.8,30.6,30.05,30.23,30.63,0.59,0.79,12.64,1.92,36312136733.0,34869796451.0,0.03,0.13,-13.41,-10.64
4883,688766,普冉股份,240.17,-0.76,-1.83,46405.0,1102791012.0,6.78,245.88,229.47,232.56,242.0,0.63,3.13,171.34,14.71,35556952827.0,35556952827.0,0.01,-0.18,94.64,88.8
4884,000609,ST中迪,9.2,-0.76,-0.07,81390.0,74770361.0,2.7,9.32,9.07,9.1,9.27,0.75,2.8,-13.64,-323.27,2753242802.0,2677736102.0,0.22,0.11,-1.08,3.37
4885,600546,山煤国际,11.82,-0.76,-0.09,232832.0,274698206.0,2.18,11.94,11.68,11.76,11.91,0.58,1.17,16.8,1.43,23432631575.0,23432631575.0,0.08,0.0,15.54,17.15
4886,002795,永和智控,7.81,-0.76,-0.06,191903.0,149270742.68,2.16,7.86,7.69,7.78,7.87,0.67,4.42,-42.79,7.6,3449578805.0,3392890076.0,0.0,0.0,22.41,23.97
4887,920799,艾融软件,35.27,-0.76,-0.27,14737.0,52262612.74,1.66,35.79,35.2,35.25,35.54,0.66,1.22,113.32,17.81,7398942364.0,4257250219.0,-0.08,-0.11,-23.39,-26.14
4888,000995,皇台酒业,14.37,-0.76,-0.11,158347.0,229577642.61,4.07,14.83,14.24,14.26,14.48,0.92,8.93,-267.94,17.29,2549352960.0,2549352960.0,-0.07,0.0,12.35,14.87
4889,920985,海泰新能,7.76,-0.77,-0.06,49267.0,38096600.25,2.17,7.8,7.63,7.69,7.82,0.34,2.25,-3.62,3.53,2401535312.0,1701906586.0,0.26,0.13,2.51,7.93
4890,601699,潞安环能,14.15,-0.77,-0.11,291600.0,412706839.0,3.16,14.38,13.93,14.08,14.26,0.62,0.97,20.42,0.91,42328440180.0,42328440180.0,-0.07,-0.14,16.94,19.92
4891,600217,中再资环,3.85,-0.77,-0.03,239176.0,91620952.0,2.06,3.88,3.8,3.8,3.88,0.95,1.44,-12.83,2.08,6381966641.0,6381966641.0,0.26,0.0,-4.7,-5.64
4892,300115,长盈精密,31.81,-0.78,-0.25,279249.0,887382480.82,3.21,32.28,31.25,31.32,32.06,0.57,2.06,72.2,5.2,43289782070.0,43162057221.0,0.0,0.06,-13.18,-31.59
4893,920357,雅葆轩,21.59,-0.78,-0.17,6090.0,13216804.87,3.03,21.99,21.33,21.79,21.76,0.73,1.37,26.7,4.3,1728927200.0,961070214.0,0.05,-0.74,-14.05,-6.94
4894,920981,晶赛科技,26.72,-0.78,-0.21,6248.0,16704064.04,2.75,27.12,26.38,26.58,26.93,0.81,1.67,211.0,4.02,2043224960.0,996912993.0,0.0,0.07,-19.4,-16.4
4895,002126,银轮股份,42.13,-0.78,-0.33,153635.0,650107197.85,4.0,43.3,41.6,41.96,42.46,0.72,1.94,39.78,5.27,35629738033.0,33412395183.0,0.0,0.05,19.52,11.46
4896,688800,瑞可达,87.6,-0.78,-0.69,67480.0,583468768.0,6.39,89.49,83.85,86.0,88.29,0.61,3.28,58.67,7.59,18017071746.0,18017071746.0,0.0,0.02,10.01,5.54
4897,002271,东方雨虹,15.33,-0.78,-0.12,281098.0,429682386.32,3.17,15.55,15.06,15.07,15.45,0.64,1.47,33.92,1.76,36618768946.0,29356668281.0,0.07,0.0,13.39,12.8
4898,600189,泉阳泉,7.6,-0.78,-0.06,76764.0,58346699.0,1.7,7.68,7.55,7.6,7.66,0.72,1.07,360.47,4.44,5435503371.0,5435503371.0,-0.13,0.13,6.44,9.99
4899,600316,洪都航空,40.32,-0.79,-0.32,95722.0,387404918.0,1.92,40.87,40.09,40.6,40.64,0.61,1.33,727.22,5.38,28914057124.0,28914057124.0,0.02,-0.05,30.91,15.5
4900,600794,保税科技,3.75,-0.79,-0.03,188428.0,70496754.0,1.85,3.78,3.71,3.73,3.78,0.74,1.57,57.59,1.71,4500570589.0,4500570589.0,-0.27,-0.27,-1.57,-3.85
4901,300904,威力传动,60.6,-0.8,-0.49,13728.0,83016707.07,5.63,61.94,58.5,60.74,61.09,0.71,6.29,-56.83,6.66,4386423859.0,1322207039.0,0.0,-0.31,-1.86,-3.21
4902,920128,胜业电气,24.9,-0.8,-0.2,3386.0,8460897.48,1.79,25.23,24.78,24.78,25.1,0.49,0.89,102.76,3.92,2021631000.0,952051500.0,-0.08,-0.36,-4.96,-10.75
4903,002051,中工国际,8.64,-0.8,-0.07,197081.0,169881306.19,1.95,8.72,8.55,8.67,8.71,0.63,1.59,34.78,0.92,10691213216.0,10690597875.0,-0.23,-0.12,-6.09,-4.74
4904,300443,金雷股份,29.36,-0.81,-0.24,147215.0,433624251.49,4.43,30.07,28.76,29.13,29.6,0.63,6.06,29.89,1.49,9399151797.0,7127845961.0,0.0,-0.03,4.86,4.37
4905,000591,太阳能,6.09,-0.81,-0.05,1509706.0,920081577.15,5.05,6.26,5.95,6.07,6.14,0.57,3.85,15.93,0.98,23899854782.0,23894368776.0,0.0,0.0,37.78,39.04
4906,603060,国检集团,6.13,-0.81,-0.05,58841.0,36128758.0,1.78,6.2,6.09,6.13,6.18,0.83,0.73,42.17,2.33,4928278987.0,4928278987.0,0.0,0.16,0.66,0.82
4907,600684,珠江股份,4.91,-0.81,-0.04,233624.0,114941595.0,2.22,4.99,4.88,4.92,4.95,0.75,2.74,111.0,8.43,5430824730.0,4190492150.0,0.0,0.2,10.09,12.61
4908,000692,惠天热电,4.86,-0.82,-0.04,1285422.0,657660096.62,11.02,5.39,4.85,5.39,4.9,4.92,24.12,-6.13,-20.06,2589568263.0,2589568263.0,0.0,-0.21,38.46,41.28
4909,603316,诚邦股份,14.53,-0.82,-0.12,103033.0,149096485.0,5.6,14.9,14.08,14.29,14.65,0.61,3.9,-32.11,7.26,3839755920.0,3839755920.0,0.0,0.0,4.31,0.21
4910,001221,悍高集团,66.25,-0.82,-0.55,6901.0,46013008.21,3.34,67.73,65.5,66.14,66.8,0.58,1.92,41.11,9.67,26500662500.0,2385596250.0,0.0,-0.2,11.34,14.4
4911,600820,隧道股份,6.04,-0.82,-0.05,216663.0,131113683.0,1.31,6.09,6.01,6.05,6.09,0.79,0.69,11.77,0.61,18990340408.0,18990340408.0,-0.17,-0.17,-6.65,-6.93
4912,002080,中材科技,40.08,-0.82,-0.33,309202.0,1227847748.61,4.73,40.71,38.8,39.62,40.41,0.86,1.84,37.0,3.38,67259193247.0,67259193247.0,0.02,0.1,5.72,10.29
4913,600639,浦东金桥,10.95,-0.82,-0.09,80113.0,87345094.0,2.17,11.04,10.8,10.95,11.04,0.75,0.94,11.45,0.81,12290421178.0,9310091898.0,0.09,0.37,7.25,6.62
4914,603043,广州酒家,15.81,-0.82,-0.13,27292.0,43271330.0,1.69,15.99,15.72,15.84,15.94,0.78,0.48,18.43,2.28,8992266427.0,8916141277.0,-0.25,-0.19,-12.6,-10.32
4915,600928,西安银行,3.62,-0.82,-0.03,172376.0,62379103.0,1.92,3.66,3.59,3.65,3.65,0.52,0.39,5.93,0.47,16088888891.0,16012541719.0,-0.28,0.0,-3.72,-2.16
4916,600956,新天绿能,9.62,-0.82,-0.08,470869.0,449869439.0,4.12,9.75,9.35,9.59,9.7,0.68,2.01,23.77,1.81,43412107362.0,22588613073.0,-0.1,-0.1,30.71,32.69
4917,600737,中粮糖业,14.36,-0.83,-0.12,328555.0,468197403.0,4.07,14.56,13.97,14.32,14.48,1.3,1.54,28.26,2.72,30713860554.0,30713860554.0,-0.07,0.0,-16.27,-16.56
4918,000875,电投绿能,7.2,-0.83,-0.06,625723.0,451083468.18,3.03,7.31,7.09,7.17,7.26,0.59,1.87,25.03,1.5,26116348507.0,24065315042.0,0.14,0.0,28.8,27.66
4919,601098,中南传媒,10.81,-0.83,-0.09,51077.0,55441048.0,1.65,10.97,10.79,10.81,10.9,0.52,0.28,12.44,1.23,19414760000.0,19414760000.0,-0.18,-0.18,-2.08,-4.0
4920,002966,苏州银行,8.34,-0.83,-0.07,244858.0,204722878.17,1.66,8.42,8.28,8.38,8.41,0.56,0.56,6.25,0.74,37285321172.0,36664483340.0,-0.48,0.0,-0.48,0.6
4921,003019,宸展光电,30.54,-0.84,-0.26,19692.0,60366883.9,3.28,31.07,30.06,30.41,30.8,0.5,1.15,27.8,3.16,5398804212.0,5218396797.0,-0.07,0.3,-7.54,-8.78
4922,300669,沪宁股份,30.79,-0.84,-0.26,16630.0,51346327.0,2.25,31.3,30.6,30.77,31.05,0.84,0.91,303.01,6.79,5933403146.0,5619173060.0,-0.03,0.49,19.9,17.07
4923,601698,中国卫通,31.8,-0.84,-0.27,307667.0,970790113.0,2.87,32.05,31.13,31.32,32.07,0.76,0.73,352.6,8.47,134335456102.0,134335456102.0,0.03,0.03,35.26,-11.0
4924,600350,山东高速,10.49,-0.85,-0.09,73274.0,76734804.0,2.08,10.57,10.35,10.55,10.58,0.74,0.15,14.52,1.71,50714647954.0,50714647954.0,-0.47,-0.47,10.77,7.59
4925,300718,长盛轴承,69.23,-0.85,-0.59,38932.0,267404010.46,3.08,69.7,67.55,68.2,69.82,0.49,2.01,82.61,12.35,20684472247.0,13419683945.0,-0.03,0.06,-13.44,-18.9
4926,301085,亚康股份,60.48,-0.85,-0.52,42749.0,259459985.13,3.74,61.85,59.57,59.96,61.0,0.74,7.26,1453.61,4.89,5248192824.0,3562982156.0,-0.05,0.18,19.2,14.68
4927,600123,兰花科创,6.99,-0.85,-0.06,499845.0,348066409.0,2.7,7.07,6.88,6.96,7.05,0.73,3.39,734.6,0.65,10297947747.0,10297947747.0,0.0,0.29,18.68,18.27
4928,605389,长龄液压,73.35,-0.85,-0.63,11234.0,82820970.0,4.08,75.7,72.68,73.12,73.98,0.5,0.82,71.76,5.02,10568786585.0,9995166846.0,-0.01,-0.07,2.29,-5.96
4929,601702,华峰铝业,18.72,-0.85,-0.16,122452.0,228194824.0,2.28,18.85,18.42,18.7,18.88,1.27,1.23,15.55,2.91,18692492832.0,18692492832.0,0.0,0.11,-8.91,-8.55
4930,000680,山推股份,11.66,-0.85,-0.1,261950.0,305156298.64,2.98,11.81,11.46,11.61,11.76,0.7,1.99,14.44,2.83,17491662856.0,15329151940.0,0.09,0.09,6.29,-2.59
4931,300536,农尚环境,8.14,-0.85,-0.07,75361.0,61903378.25,3.9,8.37,8.05,8.16,8.21,0.58,2.57,-23.41,5.33,2387365403.0,2387192330.0,-0.37,-0.25,13.21,12.28
4932,002579,中京电子,11.66,-0.85,-0.1,347242.0,397901644.88,6.38,11.83,11.08,11.5,11.76,0.73,5.95,209.18,2.95,7143133109.0,6802582684.0,0.0,0.0,-1.27,-4.27
4933,603083,剑桥科技,104.53,-0.85,-0.9,169561.0,1755263501.0,5.62,106.36,100.44,102.08,105.43,0.64,6.15,106.62,11.11,36862543490.0,28807252630.0,0.0,0.03,-13.09,-22.21
4934,300433,蓝思科技,28.7,-0.86,-0.25,423583.0,1216261479.92,2.87,29.11,28.28,28.51,28.95,0.72,0.85,39.97,2.82,151499862969.0,142615604420.0,-0.07,-0.03,0.91,-5.19
4935,688290,景业智能,47.27,-0.86,-0.41,9763.0,45967445.0,2.87,47.68,46.31,47.53,47.68,0.76,0.96,-157.74,3.88,4830507781.0,4830507781.0,-0.02,0.02,-16.38,-20.47
4936,301680,固德电材,110.02,-0.86,-0.95,28746.0,317448780.71,3.82,112.1,107.86,108.0,110.97,0.49,17.11,50.85,8.85,9109656000.0,1848608850.0,-0.07,-0.35,89.69,89.69
4937,920002,万达轴承,81.75,-0.86,-0.71,4513.0,36842969.38,2.79,82.9,80.6,81.5,82.46,0.54,1.42,59.35,5.04,3719867634.0,2604155161.0,0.06,0.09,-22.13,-25.55
4938,001227,兰州银行,2.27,-0.87,-0.02,895256.0,203135260.0,1.75,2.29,2.25,2.27,2.29,0.97,2.12,6.45,0.42,12929232571.0,9573725070.0,0.0,0.0,0.0,0.0
4939,601158,重庆水务,4.58,-0.87,-0.04,142408.0,65282872.0,1.73,4.63,4.55,4.61,4.62,0.74,0.3,21.15,1.27,21984105693.0,21984105693.0,-0.22,0.0,2.92,2.46
4940,603999,读者传媒,6.83,-0.87,-0.06,110443.0,75623670.0,1.89,6.93,6.8,6.87,6.89,1.12,1.92,46.02,1.9,3934080000.0,3934080000.0,-0.15,0.0,-1.44,-2.84
4941,300638,广和通,25.95,-0.88,-0.23,130051.0,337347007.54,2.83,26.25,25.51,25.66,26.18,0.53,2.45,55.35,5.41,23335948652.0,13765143350.0,-0.08,-0.04,-2.99,-12.45
4942,600026,中远海能,23.69,-0.88,-0.21,937879.0,2209666708.0,6.65,24.29,22.7,23.49,23.9,0.77,2.7,32.07,2.79,129471081676.0,82317452798.0,-0.17,-0.29,99.75,102.83
4943,002616,长青集团,6.77,-0.88,-0.06,802813.0,549298476.88,6.44,7.1,6.66,6.7,6.83,1.43,13.67,21.63,1.78,5816894811.0,3977241414.0,-0.73,-0.59,24.22,23.99
4944,300972,万辰集团,182.03,-0.89,-1.64,11171.0,204892091.14,1.89,184.99,181.51,182.91,183.67,0.76,0.64,25.9,23.18,34821134872.0,31913660150.0,-0.2,-0.15,-6.27,-9.47
4945,600578,京能电力,5.57,-0.89,-0.05,560288.0,312562284.0,4.27,5.68,5.44,5.56,5.62,0.75,0.84,8.82,1.57,37289039054.0,37289039054.0,0.0,0.0,8.58,9.22
4946,001396,誉帆科技,45.73,-0.89,-0.41,12893.0,59080262.61,2.1,46.38,45.41,45.55,46.14,0.51,5.81,47.81,4.24,4888647484.0,1015532695.0,0.11,0.02,105.16,5.98
4947,601825,沪农商行,8.9,-0.89,-0.08,149050.0,133150788.0,1.89,9.04,8.87,8.99,8.98,0.68,0.16,6.09,0.68,85835555561.0,83432528487.0,0.0,-0.11,-3.05,-4.2
4948,301039,中集车辆,8.93,-0.89,-0.08,120545.0,107873734.08,1.89,9.06,8.89,8.92,9.01,0.62,0.83,18.52,1.14,16735931071.0,12970177575.0,0.0,-0.11,-13.05,-2.4
4949,301428,世纪恒通,36.49,-0.9,-0.33,87582.0,323155446.89,4.35,37.95,36.35,36.71,36.82,0.76,14.31,56.7,2.83,3600346679.0,2233066379.0,-0.03,-0.19,10.48,8.8
4950,920770,艾能聚,16.5,-0.9,-0.15,29929.0,49164905.65,2.58,16.67,16.24,16.62,16.65,0.5,3.65,49.58,3.48,2147180888.0,1351247700.0,0.49,0.67,-10.23,-3.45
4951,688700,东威科技,52.04,-0.9,-0.47,95966.0,498995645.0,6.09,53.6,50.4,51.25,52.51,0.56,3.22,120.0,8.41,15528806774.0,15528806774.0,-0.06,0.23,47.8,47.51
4952,600257,大湖股份,6.64,-0.9,-0.06,312375.0,209213709.0,4.33,6.81,6.52,6.77,6.7,1.47,6.49,-4237.33,4.01,3195414928.0,3195414928.0,-0.15,0.15,4.24,5.73
4953,600177,XD雅戈尔,7.63,-0.91,-0.07,257263.0,195756305.0,2.47,7.71,7.52,7.65,7.7,0.65,0.56,11.26,0.82,35276861712.0,35276861712.0,-0.26,0.26,2.69,1.46
4954,601818,光大银行,3.27,-0.91,-0.03,1531313.0,501854652.0,1.21,3.3,3.26,3.28,3.3,0.5,0.33,3.91,0.39,193209751969.0,151750286884.0,-0.3,0.0,-4.11,-3.54
4955,601155,新城控股,14.12,-0.91,-0.13,123628.0,175869876.0,2.6,14.37,14.0,14.15,14.25,0.91,0.55,46.83,0.52,31849394727.0,31849394727.0,0.07,0.07,-0.07,1.22
4956,002256,兆新股份,4.35,-0.91,-0.04,2331622.0,1007111727.94,6.83,4.44,4.14,4.2,4.39,0.55,11.95,203.9,7.25,8673659784.0,8487256929.0,0.46,0.23,20.83,24.64
4957,002832,比音勒芬,17.36,-0.91,-0.16,77325.0,134574514.43,1.83,17.58,17.26,17.44,17.52,0.7,1.99,11.99,1.81,9907474978.0,6760301410.0,-0.06,0.0,15.35,16.04
4958,601222,林洋能源,6.47,-0.92,-0.06,409526.0,264783676.0,2.45,6.55,6.39,6.49,6.53,0.82,1.99,27.85,0.86,13329294439.0,13329294439.0,-0.15,-0.15,16.58,18.28
4959,301687,新广益,55.82,-0.92,-0.52,27888.0,153221255.28,4.47,56.19,53.67,55.0,56.34,0.69,9.44,60.69,7.87,8197948480.0,1648661842.0,-0.02,0.04,154.54,-21.73
4960,002650,ST加加,6.49,-0.92,-0.06,23875.0,15495692.0,1.37,6.55,6.46,6.55,6.55,0.32,0.22,-298.76,4.04,7184974018.0,7184730643.0,-0.15,-0.15,-4.14,0.46
4961,301180,万祥科技,20.3,-0.93,-0.19,128799.0,254420433.55,9.18,20.6,18.72,19.21,20.49,0.76,7.85,630.68,6.16,8120203000.0,3332001441.0,0.1,0.25,26.4,21.56
4962,000608,*ST阳光,4.28,-0.93,-0.04,289382.0,122517947.36,6.02,4.38,4.12,4.3,4.32,0.95,3.88,-14.71,1.55,3209628963.0,3190429953.0,0.23,0.0,74.69,62.74
4963,001266,宏英智能,31.04,-0.93,-0.29,17963.0,55821771.0,2.14,31.4,30.73,30.9,31.33,0.45,3.09,212.31,3.41,3215130712.0,1802846718.0,0.13,0.16,8.15,-21.16
4964,000065,北方国际,13.75,-0.94,-0.13,392716.0,536995283.67,2.45,13.79,13.45,13.74,13.88,0.72,4.03,24.71,1.45,15969829686.0,13405731460.0,0.07,0.07,11.79,10.35
4965,601166,兴业银行,18.7,-0.95,-0.18,587324.0,1102223367.0,1.22,18.92,18.69,18.8,18.88,0.79,0.28,5.11,0.48,395745407107.0,395745407107.0,-0.05,0.0,-8.78,-8.78
4966,000786,北新建材,24.94,-0.95,-0.24,125642.0,315575250.57,3.38,25.72,24.87,25.15,25.18,0.86,0.74,14.61,1.56,42453766887.0,42136325579.0,0.0,0.12,0.73,-0.12
4967,605289,罗曼股份,102.07,-0.95,-0.98,32427.0,329942322.0,4.46,104.7,100.1,104.7,103.05,0.56,2.99,395.74,8.69,11126395525.0,11058008625.0,-0.5,0.39,52.41,55.22
4968,300319,麦捷科技,11.48,-0.95,-0.11,269125.0,307640664.24,3.71,11.64,11.21,11.41,11.59,0.7,3.19,31.18,2.14,10189513960.0,9675088662.0,0.0,-0.09,-0.52,-1.8
4969,601808,中海油服,16.54,-0.96,-0.16,294477.0,483941498.0,2.99,16.7,16.2,16.7,16.7,0.93,0.99,20.54,1.69,78922131680.0,48966140720.0,0.06,0.18,20.38,17.81
4970,920491,奥迪威,22.69,-0.96,-0.22,17150.0,38931755.97,2.58,22.99,22.4,22.62,22.91,0.63,1.48,34.06,2.98,3202538754.0,2622151607.0,0.09,0.04,-19.6,-24.14
4971,002028,思源电气,208.24,-0.96,-2.02,56242.0,1166291733.06,3.13,210.68,204.1,207.83,210.26,0.64,0.92,51.43,10.51,162653517731.0,126915822686.0,0.08,0.08,38.65,34.7
4972,300916,朗特智能,29.74,-0.97,-0.29,20839.0,62116524.77,2.13,30.14,29.5,29.6,30.03,0.56,2.23,37.35,3.15,4301712768.0,2778464437.0,0.07,0.1,-12.4,-9.27
4973,601985,中国核电,9.16,-0.97,-0.09,1685080.0,1543099894.0,1.84,9.25,9.08,9.19,9.25,0.58,0.89,17.66,1.63,188402898998.0,172970889382.0,0.0,-0.11,5.77,6.14
4974,300388,节能国祯,8.19,-0.97,-0.08,58705.0,48040869.8,2.18,8.27,8.09,8.25,8.27,0.78,0.86,15.67,1.18,5577735872.0,5577735872.0,0.0,0.12,0.74,2.63
4975,003033,征和工业,52.99,-0.97,-0.52,11108.0,59191878.0,2.65,53.78,52.36,52.9,53.51,1.06,1.38,24.73,3.1,4331932500.0,4278605590.0,-0.02,-0.11,-20.76,-32.59
4976,920438,戈碧迦,37.95,-0.97,-0.37,13853.0,52661843.95,3.18,38.58,37.36,37.8,38.32,0.49,0.99,194.64,5.49,5520776250.0,5290004198.0,0.13,-0.11,-5.97,-5.48
4977,920533,骏创科技,22.5,-0.97,-0.22,12158.0,27355564.9,2.38,22.76,22.22,22.49,22.72,0.76,1.66,83.68,8.01,2942039880.0,1645585493.0,-0.04,-0.18,-21.6,-29.09
4978,688360,德马科技,19.41,-0.97,-0.19,37565.0,73219203.0,1.94,19.72,19.34,19.51,19.6,0.71,1.49,54.75,3.53,5119303396.0,4896871939.0,-0.31,-0.26,-8.57,-8.7
4979,600648,外高桥,10.25,-0.97,-0.1,29430.0,30018090.0,1.93,10.31,10.11,10.26,10.35,0.73,0.26,14.84,0.87,13939100235.0,11662149583.0,0.2,0.29,2.3,1.59
4980,000977,浪潮信息,57.39,-0.98,-0.57,258951.0,1481774338.78,2.95,58.04,56.33,57.01,57.96,0.68,1.77,42.65,4.01,84275875230.0,84181477232.0,0.02,0.07,-11.71,-13.83
4981,601658,邮储银行,5.06,-0.98,-0.05,1075003.0,546130830.0,1.37,5.12,5.05,5.1,5.11,0.65,0.15,5.95,0.6,607680970670.0,366990671061.0,-0.2,-0.2,-5.07,-5.07
4982,300442,润泽科技,83.45,-0.98,-0.83,269495.0,2253696731.99,2.99,84.57,82.05,83.52,84.28,0.61,1.65,21.75,10.07,136385971167.0,135887811218.0,0.0,0.2,65.48,58.05
4983,601231,环旭电子,33.14,-0.99,-0.33,317944.0,1044757685.0,4.09,33.6,32.23,32.46,33.47,0.81,1.33,42.72,3.68,79174942285.0,79174942285.0,0.06,0.09,19.34,10.47
4984,920225,利通科技,21.93,-0.99,-0.22,19367.0,42700961.98,4.24,22.56,21.62,22.0,22.15,1.01,2.34,33.77,3.81,2783331345.0,1815412637.0,0.0,0.05,-28.38,-31.58
4985,603067,振华股份,31.91,-0.99,-0.32,231998.0,736814329.0,3.51,32.39,31.26,31.49,32.23,0.86,3.26,41.53,6.53,22680360439.0,22680360439.0,0.0,0.09,8.32,10.76
4986,600682,南京新百,6.99,-0.99,-0.07,427325.0,297326068.0,3.54,7.08,6.83,6.84,7.06,1.74,3.67,33.2,0.53,9402474225.0,8136781322.0,0.43,0.43,-16.29,-20.02
4987,601518,吉林高速,2.98,-1.0,-0.03,209939.0,62722226.0,2.66,3.03,2.95,3.0,3.01,0.8,1.11,10.68,1.0,5633848444.0,5633848444.0,-0.33,-0.33,4.93,5.67
4988,603256,宏和科技,65.58,-1.0,-0.66,116135.0,759448722.0,4.5,66.88,63.9,64.56,66.24,0.75,1.32,320.53,36.34,59322779063.0,57692529450.0,-0.05,-0.03,75.96,78.16
4989,920857,泓禧科技,25.78,-1.0,-0.26,6236.0,16062713.6,2.8,26.23,25.5,26.23,26.04,0.72,0.84,-90.28,5.32,1907904379.0,1907904379.0,0.0,0.31,-32.53,-27.15
4990,300069,金利华电,19.83,-1.0,-0.2,175540.0,349578348.0,2.85,20.21,19.64,19.81,20.03,1.29,15.0,239.87,8.22,2320110000.0,2320110000.0,-0.6,-0.4,14.43,14.96
4991,600593,大连圣亚,38.18,-1.01,-0.39,41801.0,160676123.0,2.2,38.9,38.05,38.11,38.57,0.7,3.25,56.62,23.02,4980390100.0,4917584000.0,-0.03,-0.37,-6.42,-7.82
4992,002112,三变科技,22.47,-1.01,-0.23,225981.0,503503034.5,4.63,22.73,21.68,22.08,22.7,0.46,8.62,123.44,7.59,6609129907.0,5888927489.0,0.0,0.0,65.1,69.46
4993,920469,富恒新材,8.82,-1.01,-0.09,8600.0,7613999.51,2.36,8.96,8.75,8.8,8.91,0.51,0.83,-13.06,3.72,1243143720.0,912412789.0,-0.23,-0.11,-24.62,-27.88
4994,600020,中原高速,3.9,-1.02,-0.04,145059.0,56464023.0,2.28,3.94,3.85,3.94,3.94,0.78,0.65,6.84,0.74,8764750145.0,8764750145.0,0.0,0.0,-8.67,-8.45
4995,000938,紫光股份,25.14,-1.02,-0.26,913401.0,2267844368.84,5.39,25.67,24.3,24.9,25.4,0.92,3.19,38.41,4.97,71902408032.0,71902408032.0,0.0,0.2,1.82,2.2
4996,603219,富佳股份,15.52,-1.02,-0.16,59167.0,92357964.0,2.87,15.84,15.39,15.41,15.68,0.87,1.05,81.36,5.41,8712928000.0,8712928000.0,-0.32,-0.19,-1.46,-7.84
4997,920895,花溪科技,16.57,-1.02,-0.17,5351.0,8842612.51,2.69,16.74,16.29,16.52,16.74,0.75,1.86,-226.19,4.83,936602680.0,476170433.0,0.0,0.61,-21.06,-19.01
4998,920270,天铭科技,15.48,-1.02,-0.16,8115.0,12664212.77,4.6,16.12,15.4,15.45,15.64,0.94,1.0,44.9,3.96,1619455680.0,1255866347.0,-0.71,-0.26,-2.09,-39.72
4999,301120,新特电气,23.18,-1.02,-0.24,195582.0,456158353.29,4.01,23.77,22.83,22.87,23.42,0.8,8.95,171.16,5.58,8610003655.0,5067606106.0,0.0,-0.56,25.64,34.22
5000,600012,皖通高速,15.48,-1.02,-0.16,34223.0,53134155.0,1.53,15.69,15.45,15.65,15.64,0.55,0.29,13.43,2.13,26449002442.0,18043488000.0,-0.19,-0.13,6.54,4.45
5001,600035,楚天高速,3.85,-1.03,-0.04,192106.0,73870811.0,1.8,3.89,3.82,3.87,3.89,1.19,1.19,8.18,0.7,6198946219.0,6198946219.0,0.0,0.26,-1.53,-0.77
5002,300975,商络电子,18.2,-1.03,-0.19,436942.0,791813034.81,5.93,18.62,17.53,17.71,18.39,0.63,8.88,66.33,5.49,12503501993.0,8955733860.0,0.17,0.05,48.33,43.42
5003,301349,信德新材,55.0,-1.04,-0.58,69707.0,378866248.99,3.04,55.1,53.41,54.0,55.58,1.32,6.83,136.95,2.06,5610000000.0,5610000000.0,0.36,0.62,16.8,17.25
5004,300374,中铁装配,14.18,-1.05,-0.15,40202.0,56960746.0,2.02,14.32,14.03,14.25,14.33,1.02,1.64,-28.85,4.69,3487036939.0,3486627278.0,0.0,0.07,-12.2,-9.51
5005,002142,宁波银行,30.1,-1.05,-0.32,136683.0,413033258.08,1.91,30.63,30.05,30.31,30.42,0.64,0.21,6.78,0.89,198768082839.0,198656609717.0,-0.03,-0.13,5.21,7.16
5006,000753,漳州发展,6.55,-1.06,-0.07,196334.0,128214474.5,2.42,6.58,6.42,6.45,6.62,0.68,1.98,93.55,2.37,6494201015.0,6494201015.0,-0.15,-0.15,-23.21,-16.77
5007,688096,京源环保,9.3,-1.06,-0.1,120125.0,111208926.0,4.04,9.45,9.07,9.24,9.4,0.89,5.09,-32.83,2.58,2195212957.0,2195212957.0,0.11,0.32,24.0,17.72
5008,002431,棕榈股份,2.79,-1.06,-0.03,690142.0,192635860.7,2.48,2.83,2.76,2.8,2.82,1.01,3.83,-7.33,4.44,5028709294.0,5028709294.0,0.0,0.36,16.74,16.74
5009,601011,宝泰隆,3.74,-1.06,-0.04,1206933.0,451082667.0,4.23,3.82,3.66,3.7,3.78,1.01,6.3,106.71,1.24,7164585376.0,7164585376.0,0.0,0.0,10.32,10.0
5010,002183,怡 亚 通,5.6,-1.06,-0.06,1462196.0,819100124.42,3.18,5.7,5.52,5.56,5.66,0.83,5.63,309.92,1.57,14543250910.0,14543166910.0,0.18,0.18,19.4,17.65
5011,603071,物产环能,14.9,-1.06,-0.16,68923.0,102362200.0,2.46,15.05,14.68,14.95,15.06,0.98,1.24,13.78,1.47,8313521186.0,8313521186.0,0.0,-0.13,13.48,13.57
